SUBJECT_PREFIX	SUBJECT_SEMTYPE	PREDICATE	OBJECT_PREFIX	OBJECT_SEMTYPE	DOC_N	DOC_N_VALID
umls	neop	NEG_PRECEDES	umls	comd	2	0
umls	neop	NEG_PART_OF	umls	rich	2	0
umls	lipd	lower_than	umls	inch	9	0
umls	mbrt	METHOD_OF	umls	horm	12	0
umls	neop	NEG_PART_OF	umls	rept	2	0
umls	mobd	AFFECTS	umls	mamm	1	0
umls	nnon	NEG_ISA	umls	chvf	1	0
umls	lipd	lower_than	umls	nnon	4	0
umls	nnon	NEG_ISA	umls	chvs	1	0
umls	nnon	NEG_PART_OF	umls	bact	2	0
umls	neop	NEG_PROCESS_OF	umls	fish	28	0
umls	nnon	NEG_PART_OF	umls	aapp	6	0
umls	lipd	lower_than	umls	horm	5	0
umls	nnon	CAUSES	umls	biof	7	0
umls	neop	NEG_PROCESS_OF	umls	euka	16	0
umls	mbrt	METHOD_OF	umls	nsba	1	0
umls	nnon	NEG_PART_OF	ncbigene	nusq	1	0
umls	nnon	NEG_PART_OF	ncbigene	aapp	4	0
umls	nnon	NEG_METHOD_OF	umls	topp	3	0
umls	nnon	NEG_ISA	umls	topp	14	0
umls	nnon	NEG_ISA	umls	rcpt	2	0
umls	mobd	AFFECTS	umls	orga	3	0
umls	nnon	NEG_ISA	umls	phsu	15	0
umls	nnon	NEG_ISA	umls	orch	1	0
umls	nnon	NEG_ISA	umls	nusq	2	0
umls	mobd	AFFECTS	umls	moft	1	0
umls	nnon	NEG_ISA	umls	nnon	34	0
umls	nnon	NEG_ISA	umls	imft	1	0
umls	mbrt	METHOD_OF	umls	nnon	5	0
umls	mobd	AFFECTS	umls	menp	33	0
umls	nnon	NEG_ISA	umls	horm	1	0
umls	nnon	NEG_ISA	umls	hops	6	0
umls	mbrt	METHOD_OF	umls	hops	6	0
umls	mobd	AFFECTS	umls	emod	44	0
umls	neop	NEG_PART_OF	umls	plnt	14	0
umls	mobd	AFFECTS	umls	dora	14	0
umls	mbrt	METHOD_OF	umls	antb	5	0
umls	nnon	NEG_INTERACTS_WITH	umls	opco	2	0
umls	mnob	compared_with	umls	orch	1	0
umls	mnob	compared_with	umls	medd	9	0
umls	mnob	compared_with	umls	inch	1	0
umls	mnob	compared_with	umls	imft	1	0
umls	mnob	compared_with	umls	hops	1	0
umls	mbrt	METHOD_OF	ncbigene	aapp	6	0
umls	lipd	lower_than	umls	medd	4	0
umls	mnob	compared_with	umls	gngm	1	0
umls	mbrt	MEASURES	umls	strd	7	0
umls	nnon	NEG_INTERACTS_WITH	umls	nsba	22	0
umls	mnob	compared_with	umls	elii	1	0
umls	mnob	compared_with	umls	chvs	2	0
umls	neop	NEG_PART_OF	umls	anim	3	0
umls	moft	NEG_AFFECTS	umls	antb	3	0
umls	nnon	COEXISTS_WITH	umls	enzy	4	0
umls	mnob	compared_with	umls	bodm	6	0
umls	mnob	compared_with	umls	bacs	1	0
umls	neop	NEG_OCCURS_IN	umls	prog	4	0
umls	nnon	COEXISTS_WITH	umls	hlca	19	0
umls	moft	NEG_AFFECTS	umls	bacs	12	0
umls	neop	NEG_OCCURS_IN	umls	podg	17	0
umls	medd	USES	umls	imft	7	0
umls	mbrt	METHOD_OF	umls	bacs	13	0
umls	mbrt	METHOD_OF	umls	carb	2	0
umls	mbrt	METHOD_OF	umls	eico	1	0
umls	mobd	AFFECTS	umls	arch	1	0
umls	neop	NEG_PART_OF	umls	orgm	13	0
umls	mobd	AFFECTS	umls	amph	5	0
umls	mbrt	METHOD_OF	umls	genf	4	0
umls	nnon	COEXISTS_WITH	umls	carb	6	0
umls	mobd	AFFECTS	umls	alga	1	0
umls	neop	NEG_PART_OF	umls	neop	2	0
umls	mobd	AFFECTS	umls	acab	1	0
umls	nnon	NEG_INTERACTS_WITH	umls	rcpt	12	0
umls	mnob	lower_than	umls	bodm	1	0
umls	mnob	lower_than	ncbigene	gngm	1	0
umls	lipd	lower_than	umls	irda	3	0
umls	neop	NEG_PART_OF	umls	fngs	5	0
umls	mnob	higher_than	umls	topp	1	0
umls	neop	NEG_PART_OF	umls	fish	1	0
umls	mnob	higher_than	umls	medd	1	0
umls	mnob	higher_than	umls	chvs	1	0
umls	mbrt	METHOD_OF	umls	clnd	1	0
umls	nnon	NEG_INTERACTS_WITH	umls	phsu	34	0
umls	mnob	higher_than	umls	bodm	2	0
umls	mnob	compared_with	umls	topp	2	0
umls	neop	NEG_PART_OF	umls	bird	4	0
umls	nnon	NEG_COEXISTS_WITH	umls	orch	3	0
ncbigene	aapp	ADMINISTERED_TO	umls	aggp	4	0
umls	nnon	STIMULATES	umls	elii	8	0
umls	rcpt	higher_than	umls	chvs	4	0
umls	rcpt	higher_than	umls	chem	1	0
umls	rcpt	higher_than	umls	carb	2	0
umls	rcpt	higher_than	umls	bodm	1	0
umls	rcpt	higher_than	umls	bacs	15	0
umls	rcpt	higher_than	umls	aapp	58	0
umls	rcpt	higher_than	ncbigene	gngm	14	0
umls	rcpt	higher_than	ncbigene	aapp	13	0
umls	rcpt	compared_with	umls	topp	10	0
umls	rcpt	compared_with	umls	tmco	1	0
umls	rcpt	compared_with	umls	strd	2	0
umls	rcpt	compared_with	umls	phsu	7	0
umls	rcpt	compared_with	umls	medd	7	0
umls	rcpt	compared_with	umls	lipd	5	0
umls	rcpt	compared_with	umls	irda	5	0
umls	rcpt	compared_with	umls	horm	16	0
umls	rcpt	higher_than	umls	chvf	3	0
umls	rcpt	higher_than	umls	elii	3	0
umls	rcpt	DISRUPTS	umls	dsyn	29	0
umls	rcpt	higher_than	umls	gngm	5	0
umls	rcpt	lower_than	umls	gngm	1	0
umls	rcpt	lower_than	umls	bacs	2	0
umls	rcpt	lower_than	umls	aapp	6	0
umls	rcpt	lower_than	ncbigene	gngm	5	0
umls	rcpt	lower_than	ncbigene	aapp	2	0
umls	rcpt	higher_than	umls	topp	3	0
umls	rcpt	higher_than	umls	strd	1	0
umls	rcpt	higher_than	umls	phsu	3	0
umls	rcpt	higher_than	umls	nsba	2	0
umls	rcpt	higher_than	umls	nnon	8	0
umls	rcpt	higher_than	umls	medd	1	0
umls	rcpt	higher_than	umls	lipd	4	0
umls	rcpt	higher_than	umls	irda	2	0
umls	rcpt	higher_than	umls	imft	3	0
umls	rcpt	higher_than	umls	horm	3	0
umls	rcpt	compared_with	umls	hops	5	0
umls	rcpt	compared_with	umls	chem	3	0
umls	rcpt	compared_with	umls	carb	7	0
umls	rcpt	compared_with	umls	bodm	1	0
umls	rcpt	PREDISPOSES	umls	sosy	3	0
umls	rcpt	PREDISPOSES	umls	patf	22	0
umls	rcpt	PREDISPOSES	umls	mobd	9	0
umls	rcpt	PREDISPOSES	umls	comd	4	0
umls	rcpt	PART_OF	umls	nnon	1	0
umls	rcpt	PART_OF	umls	neop	1	0
umls	rcpt	PART_OF	umls	blor	1	0
umls	rcpt	PART_OF	umls	arch	5	0
umls	rcpt	PART_OF	umls	anim	2	0
umls	rcpt	PART_OF	umls	anab	8	0
umls	rcpt	PART_OF	umls	aapp	2	0
umls	rcpt	PART_OF	ncbigene	aapp	2	0
umls	rcpt	NEG_same_as	umls	tmco	1	0
umls	rcpt	NEG_same_as	umls	phsu	1	0
umls	rcpt	NEG_same_as	umls	orch	3	0
umls	rcpt	PRODUCES	umls	aapp	2	0
umls	rcpt	PRODUCES	umls	imft	1	0
umls	rcpt	STIMULATES	umls	antb	6	0
umls	rcpt	STIMULATES	umls	rcpt	4	0
umls	rcpt	compared_with	umls	antb	8	0
umls	rcpt	compared_with	ncbigene	gngm	47	0
umls	rcpt	compared_with	ncbigene	aapp	54	0
umls	rcpt	USES	umls	phsu	2	0
umls	rcpt	TREATS	umls	neop	1	0
umls	rcpt	STIMULATES	umls	strd	1	0
umls	rcpt	STIMULATES	umls	phsu	32	0
umls	rcpt	STIMULATES	umls	cell	1	0
umls	rcpt	STIMULATES	umls	opco	1	0
umls	rcpt	STIMULATES	umls	nusq	8	0
umls	rcpt	STIMULATES	umls	nnon	1	0
umls	rcpt	STIMULATES	umls	moft	3	0
umls	rcpt	STIMULATES	umls	enzy	1	0
umls	rcpt	STIMULATES	umls	eico	4	0
umls	rcpt	lower_than	umls	inch	2	0
umls	rcpt	lower_than	umls	nsba	2	0
umls	rcpt	lower_than	umls	orch	5	0
umls	rept	NEG_LOCATION_OF	umls	aapp	2	0
umls	resa	MEASURES	umls	anab	2	0
umls	resa	MEASURES	umls	acab	2	0
umls	resa	MEASURES	ncbigene	imft	7	0
umls	resa	MEASURES	ncbigene	horm	2	0
umls	resa	MEASURES	ncbigene	bacs	4	0
umls	resa	DIAGNOSES	umls	virs	1	0
umls	resa	DIAGNOSES	umls	patf	2	0
umls	resa	DIAGNOSES	umls	fndg	2	0
umls	resa	DIAGNOSES	umls	dsyn	3	0
umls	resa	DIAGNOSES	umls	comd	1	0
umls	resa	COEXISTS_WITH	umls	topp	1	0
umls	resa	CAUSES	umls	dsyn	2	0
umls	resa	AFFECTS	umls	ortf	2	0
umls	resa	AFFECTS	umls	moft	2	0
umls	resa	AFFECTS	umls	fndg	2	0
umls	resa	MEASURES	umls	cgab	2	0
umls	resa	MEASURES	umls	clna	1	0
umls	resa	MEASURES	umls	diap	4	0
umls	resa	MEASURES	umls	spco	1	0
umls	resa	NEG_MEASURES	ncbigene	gngm	4	0
umls	resa	NEG_AFFECTS	umls	phsf	1	0
umls	resa	METHOD_OF	umls	ocac	1	0
umls	resa	METHOD_OF	umls	lbpr	4	0
umls	resa	METHOD_OF	umls	diap	1	0
umls	resa	MEASURES	umls	vita	1	0
umls	resa	MEASURES	umls	sosy	7	0
umls	resa	MEASURES	umls	food	1	0
umls	resa	MEASURES	umls	socb	2	0
umls	resa	MEASURES	umls	resa	1	0
umls	resa	MEASURES	umls	phpr	2	0
umls	resa	MEASURES	umls	lbtr	1	0
umls	resa	MEASURES	umls	lbpr	8	0
umls	resa	MEASURES	umls	inbe	1	0
umls	resa	ADMINISTERED_TO	umls	mamm	1	0
umls	rept	NEG_ISA	umls	rept	22	0
umls	rcpt	same_as	ncbigene	aapp	1	0
umls	rept	NEG_ISA	umls	amph	2	0
umls	rept	INTERACTS_WITH	umls	fish	10	0
umls	rept	INTERACTS_WITH	umls	bact	32	0
umls	rept	INTERACTS_WITH	umls	anim	11	0
umls	rept	INTERACTS_WITH	umls	amph	9	0
umls	rept	INTERACTS_WITH	umls	alga	1	0
umls	rcpt	same_as	umls	orch	5	0
umls	rcpt	same_as	umls	nsba	2	0
umls	rcpt	same_as	umls	nnon	1	0
umls	rcpt	same_as	umls	imft	1	0
umls	rcpt	same_as	umls	horm	1	0
umls	rcpt	same_as	umls	chvs	1	0
umls	rcpt	same_as	umls	carb	3	0
umls	rcpt	same_as	umls	bacs	2	0
umls	rcpt	same_as	umls	aapp	10	0
umls	rcpt	same_as	ncbigene	gngm	2	0
umls	rept	INTERACTS_WITH	umls	fngs	11	0
umls	rept	INTERACTS_WITH	umls	orgm	17	0
umls	rept	INTERACTS_WITH	umls	rept	91	0
umls	rept	LOCATION_OF	umls	hops	3	0
umls	rept	NEG_INTERACTS_WITH	umls	rept	1	0
umls	rept	NEG_INTERACTS_WITH	umls	invt	2	0
umls	rept	NEG_INTERACTS_WITH	umls	fish	1	0
umls	rept	LOCATION_OF	umls	strd	1	0
umls	rept	LOCATION_OF	umls	orch	2	0
umls	rept	LOCATION_OF	umls	opco	1	0
umls	rept	LOCATION_OF	umls	elii	2	0
umls	rept	INTERACTS_WITH	umls	rich	2	0
umls	rept	LOCATION_OF	umls	aapp	6	0
umls	rept	LOCATION_OF	ncbigene	aapp	2	0
umls	rept	ISA	umls	vtbt	1	0
umls	rept	ISA	umls	orgm	2	0
umls	rept	ISA	umls	anim	1	0
umls	rept	INTERACTS_WITH	umls	virs	20	0
umls	rcpt	NEG_same_as	umls	nnon	1	0
umls	rcpt	NEG_same_as	umls	inch	1	0
umls	rcpt	NEG_same_as	umls	horm	4	0
umls	rcpt	NEG_AFFECTS	umls	moft	36	0
umls	rcpt	NEG_AUGMENTS	umls	sosy	1	0
umls	rcpt	NEG_AUGMENTS	umls	npop	2	0
umls	rcpt	NEG_AUGMENTS	umls	moft	10	0
umls	rcpt	NEG_AUGMENTS	umls	genf	6	0
umls	rcpt	NEG_AUGMENTS	umls	celf	11	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	patf	7	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	neop	28	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	mobd	12	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	inpo	3	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	dsyn	15	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	comd	5	0
umls	rcpt	NEG_AFFECTS	umls	sosy	1	0
umls	rcpt	NEG_AFFECTS	umls	phsf	6	0
umls	rcpt	NEG_AFFECTS	umls	patf	2	0
umls	rcpt	NEG_AFFECTS	umls	ortf	6	0
umls	rcpt	NEG_CAUSES	umls	cgab	1	0
umls	rcpt	NEG_CAUSES	umls	comd	1	0
umls	rcpt	NEG_CAUSES	umls	dsyn	2	0
umls	rcpt	NEG_COEXISTS_WITH	umls	horm	1	0
umls	rcpt	NEG_COEXISTS_WITH	umls	orch	13	0
umls	rcpt	NEG_COEXISTS_WITH	umls	nsba	3	0
umls	rcpt	NEG_COEXISTS_WITH	umls	lipd	2	0
umls	rcpt	NEG_COEXISTS_WITH	umls	irda	1	0
umls	rcpt	NEG_COEXISTS_WITH	umls	inch	2	0
umls	rcpt	NEG_COEXISTS_WITH	umls	imft	2	0
umls	rcpt	NEG_COEXISTS_WITH	umls	hops	2	0
umls	rcpt	NEG_CAUSES	umls	fndg	3	0
umls	rcpt	NEG_COEXISTS_WITH	umls	gngm	10	0
umls	rcpt	NEG_COEXISTS_WITH	umls	elii	4	0
umls	rcpt	NEG_COEXISTS_WITH	ncbigene	gngm	38	0
umls	rcpt	NEG_COEXISTS_WITH	ncbigene	aapp	22	0
umls	rcpt	NEG_CAUSES	umls	sosy	2	0
umls	rcpt	NEG_CAUSES	umls	mobd	1	0
umls	rcpt	NEG_AFFECTS	umls	neop	3	0
umls	rcpt	NEG_AFFECTS	umls	mobd	1	0
umls	rcpt	NEG_COEXISTS_WITH	umls	rcpt	1	0
umls	rcpt	NEG_AFFECTS	umls	dsyn	4	0
umls	rcpt	INTERACTS_WITH	umls	cell	7	0
umls	rcpt	INTERACTS_WITH	umls	bact	1	0
umls	rcpt	INTERACTS_WITH	ncbigene	phsu	1	0
umls	rcpt	INHIBITS	umls	rcpt	1	0
umls	rcpt	INHIBITS	umls	phsu	15	0
umls	rcpt	INHIBITS	umls	lipd	6	0
umls	rcpt	INHIBITS	umls	horm	16	0
umls	rcpt	INHIBITS	umls	hops	14	0
umls	rcpt	INHIBITS	umls	eico	5	0
umls	rcpt	INHIBITS	umls	carb	17	0
umls	rcpt	INHIBITS	umls	antb	6	0
umls	rcpt	DISRUPTS	umls	menp	3	0
umls	rcpt	DISRUPTS	umls	mbrt	1	0
umls	rcpt	DISRUPTS	umls	inpo	6	0
umls	rcpt	DISRUPTS	umls	fndg	1	0
umls	rcpt	INTERACTS_WITH	umls	enzy	1	0
umls	rcpt	INTERACTS_WITH	umls	topp	1	0
umls	rcpt	ISA	umls	carb	1	0
umls	rcpt	NEG_AFFECTS	umls	acab	1	0
umls	rcpt	NEG_AFFECTS	umls	comd	1	0
umls	rcpt	NEG_AFFECTS	umls	cell	12	0
umls	rcpt	NEG_AFFECTS	umls	celf	24	0
umls	rcpt	NEG_AFFECTS	umls	celc	8	0
umls	rcpt	NEG_AFFECTS	umls	bpoc	32	0
umls	rcpt	NEG_AFFECTS	umls	biof	2	0
umls	rcpt	NEG_ADMINISTERED_TO	umls	mamm	13	0
umls	rcpt	ISA	umls	phsu	1	0
umls	rcpt	NEG_ADMINISTERED_TO	umls	invt	1	0
umls	rcpt	NEG_ADMINISTERED_TO	umls	humn	11	0
umls	rcpt	NEG_ADMINISTERED_TO	umls	emod	1	0
umls	rcpt	NEG_ADMINISTERED_TO	umls	anim	1	0
umls	rcpt	LOCATION_OF	umls	genf	7	0
umls	rcpt	ISA	umls	rcpt	4	0
umls	rcpt	NEG_COEXISTS_WITH	umls	phsu	4	0
umls	rcpt	NEG_COEXISTS_WITH	umls	strd	1	0
umls	rcpt	NEG_same_as	umls	gngm	3	0
umls	rcpt	NEG_INTERACTS_WITH	umls	strd	4	0
umls	rcpt	NEG_STIMULATES	ncbigene	gngm	24	0
umls	rcpt	NEG_PREDISPOSES	umls	neop	2	0
umls	rcpt	NEG_PREDISPOSES	umls	dsyn	1	0
umls	rcpt	NEG_PREDISPOSES	umls	comd	1	0
umls	rcpt	NEG_PART_OF	umls	virs	21	0
umls	rcpt	NEG_PART_OF	umls	tisu	11	0
umls	rcpt	NEG_PART_OF	umls	orgm	1	0
umls	rcpt	NEG_PART_OF	umls	humn	11	0
umls	rcpt	NEG_PART_OF	umls	fngs	3	0
umls	rcpt	NEG_PART_OF	umls	emst	4	0
umls	rcpt	NEG_PART_OF	umls	celc	30	0
umls	rcpt	NEG_PART_OF	umls	bpoc	32	0
umls	rcpt	NEG_PART_OF	umls	bact	4	0
umls	rcpt	NEG_PART_OF	umls	arch	1	0
umls	rcpt	NEG_ISA	umls	aapp	5	0
umls	rcpt	NEG_STIMULATES	umls	aapp	1	0
umls	rcpt	NEG_STIMULATES	umls	bacs	7	0
umls	rcpt	NEG_STIMULATES	umls	gngm	49	0
umls	rcpt	NEG_higher_than	umls	inch	1	0
umls	rcpt	NEG_same_as	umls	chvf	3	0
umls	rcpt	NEG_same_as	umls	aapp	32	0
umls	rcpt	NEG_same_as	ncbigene	gngm	5	0
umls	rcpt	NEG_same_as	ncbigene	aapp	6	0
umls	rcpt	NEG_lower_than	umls	gngm	1	0
umls	rcpt	NEG_higher_than	umls	nnon	1	0
umls	rcpt	NEG_higher_than	umls	gngm	1	0
umls	rcpt	NEG_STIMULATES	umls	hops	1	0
umls	rcpt	NEG_STIMULATES	umls	strd	1	0
umls	rcpt	NEG_STIMULATES	umls	phsu	1	0
umls	rcpt	NEG_STIMULATES	umls	orch	6	0
umls	rcpt	NEG_STIMULATES	umls	nusq	1	0
umls	rcpt	NEG_STIMULATES	umls	inch	2	0
umls	rcpt	NEG_STIMULATES	umls	horm	1	0
umls	rcpt	NEG_ISA	ncbigene	aapp	3	0
umls	rcpt	NEG_INTERACTS_WITH	umls	rcpt	1	0
umls	rcpt	NEG_COMPLICATES	umls	comd	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	phsu	17	0
umls	rcpt	NEG_INHIBITS	umls	bacs	2	0
umls	rcpt	NEG_INHIBITS	ncbigene	gngm	18	0
umls	rcpt	NEG_DISRUPTS	umls	sosy	1	0
umls	rcpt	NEG_DISRUPTS	umls	phsf	4	0
umls	rcpt	NEG_DISRUPTS	umls	patf	1	0
umls	rcpt	NEG_DISRUPTS	umls	ortf	59	0
umls	rcpt	NEG_DISRUPTS	umls	orgf	6	0
umls	rcpt	NEG_DISRUPTS	umls	npop	4	0
umls	rcpt	NEG_DISRUPTS	umls	moft	6	0
umls	rcpt	NEG_DISRUPTS	umls	dsyn	1	0
umls	rcpt	NEG_DISRUPTS	umls	comd	2	0
umls	rcpt	NEG_DISRUPTS	umls	celf	6	0
umls	rcpt	NEG_DISRUPTS	umls	bpoc	6	0
umls	rcpt	NEG_CONVERTS_TO	umls	gngm	1	0
umls	rcpt	NEG_COMPLICATES	umls	orgf	1	0
umls	rcpt	NEG_INHIBITS	umls	eico	1	0
umls	rcpt	NEG_INHIBITS	umls	elii	1	0
umls	rcpt	NEG_INHIBITS	umls	hops	2	0
umls	rcpt	NEG_INTERACTS_WITH	umls	eico	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	orch	58	0
umls	rcpt	NEG_INTERACTS_WITH	umls	lipd	2	0
umls	rcpt	NEG_INTERACTS_WITH	umls	inch	3	0
umls	rcpt	NEG_INTERACTS_WITH	umls	hops	8	0
umls	rcpt	NEG_INTERACTS_WITH	umls	gngm	33	0
umls	rcpt	NEG_INTERACTS_WITH	umls	elii	4	0
umls	rcpt	NEG_INTERACTS_WITH	umls	chvs	4	0
umls	rcpt	NEG_INHIBITS	umls	imft	3	0
umls	rcpt	NEG_INTERACTS_WITH	umls	cell	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	carb	9	0
umls	rcpt	NEG_INTERACTS_WITH	umls	bodm	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	antb	3	0
umls	rcpt	NEG_INHIBITS	umls	phsu	1	0
umls	rcpt	NEG_INHIBITS	umls	orch	11	0
umls	resa	NEG_MEASURES	umls	acab	1	0
umls	resa	NEG_MEASURES	umls	antb	5	0
umls	resa	NEG_MEASURES	umls	bacs	46	0
umls	sbst	CAUSES	umls	fndg	1	0
umls	shro	NEG_LOCATION_OF	umls	diap	2	0
umls	shro	LOCATION_OF	umls	mbrt	3	0
umls	shro	LOCATION_OF	umls	diap	47	0
umls	shro	ISA	umls	hcro	3	0
umls	sbst	compared_with	umls	chvs	1	0
umls	sbst	TREATS	umls	dsyn	1	0
umls	sbst	NEG_same_as	umls	chvs	1	0
umls	sbst	NEG_ISA	umls	mnob	5	0
umls	sbst	NEG_CAUSES	umls	neop	33	0
umls	sbst	NEG_CAUSES	umls	mobd	27	0
umls	sbst	NEG_CAUSES	umls	fndg	1	0
umls	sbst	NEG_CAUSES	umls	dsyn	119	0
umls	sbst	NEG_CAUSES	umls	cgab	8	0
umls	sbst	NEG_CAUSES	umls	anab	6	0
umls	sbst	NEG_CAUSES	umls	acab	17	0
umls	shro	NEG_LOCATION_OF	umls	edac	6	0
umls	shro	NEG_LOCATION_OF	umls	lbpr	1	0
umls	shro	NEG_LOCATION_OF	umls	resa	5	0
umls	socb	COEXISTS_WITH	umls	orgf	2	0
umls	socb	MANIFESTATION_OF	umls	mobd	1	0
umls	socb	ISA	umls	sosy	1	0
umls	socb	ISA	umls	ocac	19	0
umls	socb	ISA	umls	dsyn	1	0
umls	socb	ISA	umls	dora	1	0
umls	socb	COEXISTS_WITH	umls	ortf	1	0
umls	socb	COEXISTS_WITH	umls	inpo	5	0
umls	socb	AFFECTS	umls	bhvr	1	0
umls	socb	CAUSES	umls	dsyn	1	0
umls	socb	AFFECTS	umls	popg	1	0
umls	socb	AFFECTS	umls	mobd	1	0
umls	socb	AFFECTS	umls	menp	1	0
umls	socb	AFFECTS	umls	humn	12	0
umls	socb	AFFECTS	umls	biof	1	0
umls	sbst	CAUSES	umls	sosy	4	0
umls	rnlw	NEG_AFFECTS	umls	prog	26	0
umls	socb	NEG_COEXISTS_WITH	umls	mobd	1	0
umls	rnlw	NEG_AFFECTS	umls	popg	20	0
umls	rich	NEG_ISA	umls	rich	2	0
umls	rich	NEG_ISA	umls	orgm	1	0
umls	rich	NEG_ISA	umls	bact	8	0
umls	rich	NEG_INTERACTS_WITH	umls	virs	3	0
umls	rich	NEG_INTERACTS_WITH	umls	rich	1	0
umls	rich	NEG_INTERACTS_WITH	umls	invt	7	0
umls	rich	NEG_INTERACTS_WITH	umls	bact	5	0
umls	rich	NEG_CAUSES	umls	patf	3	0
umls	rich	NEG_CAUSES	umls	dsyn	30	0
umls	rich	LOCATION_OF	umls	strd	2	0
umls	rich	LOCATION_OF	umls	rcpt	2	0
umls	rich	LOCATION_OF	umls	nnon	2	0
umls	rich	LOCATION_OF	umls	inch	3	0
umls	rich	LOCATION_OF	umls	horm	1	0
umls	rich	LOCATION_OF	umls	hops	6	0
umls	rich	NEG_LOCATION_OF	ncbigene	aapp	3	0
umls	rich	NEG_LOCATION_OF	umls	aapp	15	0
umls	rich	NEG_LOCATION_OF	umls	bacs	25	0
umls	rnlw	AFFECTS	umls	podg	29	0
umls	rnlw	NEG_AFFECTS	umls	orgt	19	0
umls	rnlw	NEG_AFFECTS	umls	humn	2	0
umls	rnlw	NEG_AFFECTS	umls	hcro	12	0
umls	rnlw	NEG_AFFECTS	umls	grup	2	0
umls	rnlw	NEG_AFFECTS	umls	famg	7	0
umls	rnlw	NEG_AFFECTS	umls	aggp	15	0
umls	rich	NEG_PRODUCES	umls	bacs	2	0
umls	rich	NEG_LOCATION_OF	umls	carb	1	0
umls	rich	NEG_PRODUCES	umls	aapp	1	0
umls	rich	NEG_LOCATION_OF	umls	orch	1	0
umls	rich	NEG_LOCATION_OF	umls	opco	1	0
umls	rich	NEG_LOCATION_OF	umls	lipd	2	0
umls	rich	NEG_LOCATION_OF	umls	inch	1	0
umls	rich	NEG_LOCATION_OF	umls	imft	1	0
umls	socb	NEG_AFFECTS	umls	inbe	1	0
umls	socb	NEG_COEXISTS_WITH	umls	orgf	1	0
umls	rich	LOCATION_OF	umls	elii	5	0
umls	sosy	CAUSES	umls	diap	13	0
umls	sosy	ISA	umls	cgab	13	0
umls	sosy	ISA	umls	anab	8	0
umls	sosy	INTERACTS_WITH	umls	virs	2	0
umls	sosy	DISRUPTS	umls	cell	4	0
umls	sosy	DISRUPTS	umls	celf	2	0
umls	sosy	DIAGNOSES	umls	patf	1	0
umls	sosy	DIAGNOSES	umls	fndg	1	0
umls	sosy	COMPLICATES	umls	dsyn	4	0
umls	sosy	COEXISTS_WITH	umls	virs	5	0
umls	sosy	COEXISTS_WITH	umls	tmco	1	0
umls	sosy	COEXISTS_WITH	umls	ortf	1	0
umls	sosy	COEXISTS_WITH	umls	menp	1	0
umls	sosy	COEXISTS_WITH	umls	ftcn	6	0
umls	sosy	CAUSES	umls	moft	1	0
umls	sosy	CAUSES	umls	mobd	15	0
umls	sosy	ISA	umls	comd	1	0
umls	sosy	ISA	umls	menp	2	0
umls	sosy	MANIFESTATION_OF	umls	emod	4	0
umls	sosy	NEG_ASSOCIATED_WITH	umls	patf	5	0
umls	sosy	NEG_CAUSES	umls	patf	1	0
umls	sosy	NEG_CAUSES	umls	mobd	1	0
umls	sosy	NEG_CAUSES	umls	hlca	44	0
umls	sosy	NEG_CAUSES	umls	fndg	1	0
umls	sosy	NEG_CAUSES	umls	diap	1	0
umls	sosy	NEG_ASSOCIATED_WITH	umls	sosy	1	0
umls	sosy	NEG_ASSOCIATED_WITH	umls	moft	1	0
umls	sosy	MANIFESTATION_OF	umls	fndg	5	0
umls	sosy	NEG_ASSOCIATED_WITH	umls	mobd	1	0
umls	sosy	NEG_ASSOCIATED_WITH	umls	genf	1	0
umls	sosy	NEG_ASSOCIATED_WITH	umls	fndg	1	0
umls	sosy	NEG_AFFECTS	umls	orgf	4	0
umls	sosy	NEG_AFFECTS	umls	dsyn	1	0
umls	sosy	MANIFESTATION_OF	umls	sosy	6	0
umls	sosy	CAUSES	umls	inpo	4	0
umls	sosy	CAUSES	umls	comd	2	0
umls	socb	NEG_ISA	umls	inbe	5	0
umls	sosy	CAUSES	umls	celf	1	0
umls	sosy	AFFECTS	umls	dsyn	12	0
umls	sosy	AFFECTS	umls	celf	3	0
umls	sosy	AFFECTS	umls	bpoc	1	0
umls	sosy	AFFECTS	umls	biof	1	0
umls	sosy	AFFECTS	umls	aggp	3	0
umls	socb	compared_with	umls	phsu	1	0
umls	socb	PROCESS_OF	umls	prog	2	0
umls	socb	PROCESS_OF	umls	mamm	10	0
umls	socb	PREDISPOSES	umls	neop	4	0
umls	socb	PREDISPOSES	umls	mobd	11	0
umls	socb	PREDISPOSES	umls	dsyn	17	0
umls	socb	OCCURS_IN	umls	aggp	2	0
umls	socb	NEG_PROCESS_OF	umls	humn	10	0
umls	socb	NEG_PROCESS_OF	umls	bird	1	0
umls	socb	NEG_ISA	umls	socb	25	0
umls	sosy	AFFECTS	umls	fndg	39	0
