SUBJECT_PREFIX	SUBJECT_SEMTYPE	PREDICATE	OBJECT_PREFIX	OBJECT_SEMTYPE	DOC_N	DOC_N_VALID
umls	resa	NEG_MEASURES	umls	elii	7	0
umls	nnon	AFFECTS	umls	mbrt	1	0
umls	resa	NEG_MEASURES	umls	nsba	3	0
umls	resa	NEG_MEASURES	umls	opco	1	0
umls	resa	NEG_MEASURES	umls	comd	9	0
umls	resa	NEG_TREATS	umls	famg	1	0
umls	neop	compared_with	umls	irda	1	0
umls	resa	NEG_USES	umls	horm	1	0
umls	resa	NEG_USES	umls	bacs	2	0
umls	neop	compared_with	umls	neop	8	0
umls	neop	compared_with	umls	nnon	1	0
umls	neop	compared_with	umls	orch	1	0
umls	neop	compared_with	umls	topp	1	0
umls	resa	NEG_USES	umls	aapp	3	0
umls	resa	NEG_TREATS	umls	inpo	1	0
umls	resa	NEG_TREATS	umls	humn	1	0
umls	neop	higher_than	umls	clnd	1	0
umls	resa	NEG_TREATS	umls	bact	1	0
umls	resa	NEG_MEASURES	umls	orch	68	0
umls	resa	NEG_PREVENTS	umls	comd	1	0
umls	resa	NEG_PREDISPOSES	umls	dsyn	1	0
umls	resa	NEG_PREDISPOSES	umls	cgab	1	0
umls	neop	higher_than	umls	neop	2	0
umls	neop	lower_than	umls	bacs	1	0
umls	resa	NEG_MEASURES	umls	strd	3	0
umls	resa	NEG_MEASURES	umls	phsu	30	0
umls	resa	NEG_MEASURES	umls	phsf	19	0
umls	resa	NEG_MEASURES	umls	patf	54	0
umls	neop	lower_than	umls	gngm	1	0
umls	resa	NEG_MEASURES	umls	ortf	47	0
umls	resa	NEG_MEASURES	umls	eico	1	0
umls	resa	NEG_MEASURES	umls	chvs	8	0
umls	rept	NEG_ISA	umls	amph	2	0
umls	resa	DIAGNOSES	umls	patf	2	0
umls	nnon	AUGMENTS	umls	ffas	1	0
umls	resa	MEASURES	umls	diap	4	0
umls	resa	MEASURES	umls	clna	1	0
umls	nnon	AUGMENTS	umls	lbpr	2	0
umls	resa	MEASURES	umls	cgab	2	0
umls	resa	MEASURES	umls	anab	2	0
umls	resa	MEASURES	umls	acab	2	0
umls	resa	MEASURES	ncbigene	imft	7	0
umls	resa	MEASURES	ncbigene	horm	2	0
umls	resa	MEASURES	ncbigene	bacs	4	0
umls	resa	DIAGNOSES	umls	virs	1	0
umls	resa	DIAGNOSES	umls	fndg	2	0
umls	resa	MEASURES	umls	lbpr	8	0
umls	resa	DIAGNOSES	umls	dsyn	3	0
umls	resa	DIAGNOSES	umls	comd	1	0
umls	resa	COEXISTS_WITH	umls	topp	1	0
umls	resa	CAUSES	umls	dsyn	2	0
umls	resa	AFFECTS	umls	ortf	2	0
umls	resa	AFFECTS	umls	moft	2	0
umls	resa	AFFECTS	umls	fndg	2	0
umls	resa	ADMINISTERED_TO	umls	mamm	1	0
umls	rept	NEG_LOCATION_OF	umls	aapp	2	0
umls	nnon	CAUSES	umls	biof	5	0
umls	rept	NEG_ISA	umls	rept	22	0
umls	resa	MEASURES	umls	inbe	1	0
umls	resa	MEASURES	umls	lbtr	1	0
umls	resa	NEG_MEASURES	umls	chem	4	0
umls	nnon	ASSOCIATED_WITH	umls	mobd	16	0
umls	resa	NEG_MEASURES	umls	celf	11	0
umls	resa	NEG_MEASURES	umls	carb	6	0
umls	resa	NEG_MEASURES	umls	bodm	7	0
umls	resa	NEG_MEASURES	umls	biof	4	0
umls	resa	NEG_MEASURES	umls	bdsu	13	0
umls	resa	NEG_MEASURES	umls	bacs	45	0
umls	nnon	AFFECTS	umls	podg	1	0
umls	nnon	AFFECTS	umls	sosy	12	0
umls	resa	NEG_MEASURES	umls	antb	5	0
umls	resa	NEG_MEASURES	umls	acab	1	0
umls	resa	NEG_MEASURES	ncbigene	gngm	4	0
umls	resa	NEG_AFFECTS	umls	phsf	1	0
umls	nnon	AUGMENTS	umls	cgab	22	0
umls	resa	METHOD_OF	umls	ocac	1	0
umls	nnon	ASSOCIATED_WITH	umls	sosy	20	0
umls	resa	METHOD_OF	umls	lbpr	4	0
umls	nnon	AUGMENTS	umls	anst	11	0
umls	resa	METHOD_OF	umls	diap	1	0
umls	resa	MEASURES	umls	vita	1	0
umls	resa	MEASURES	umls	spco	1	0
umls	resa	MEASURES	umls	sosy	7	0
umls	resa	MEASURES	umls	socb	2	0
umls	resa	MEASURES	umls	resa	1	0
umls	resa	MEASURES	umls	phpr	2	0
umls	nnon	DISRUPTS	umls	ortf	10	0
umls	rcpt	PART_OF	umls	neop	1	0
umls	nnon	NEG_DISRUPTS	umls	acab	3	0
umls	nnon	INHIBITS	ncbigene	phsu	1	0
umls	nnon	NEG_AUGMENTS	umls	dsyn	22	0
umls	nnon	NEG_AUGMENTS	umls	emst	8	0
umls	nnon	NEG_AUGMENTS	umls	fndg	71	0
umls	rcpt	NEG_COEXISTS_WITH	umls	inch	2	0
umls	nnon	NEG_AUGMENTS	umls	menp	26	0
umls	nnon	NEG_AUGMENTS	umls	mobd	3	0
umls	nnon	NEG_AUGMENTS	umls	moft	9	0
umls	rcpt	NEG_COEXISTS_WITH	umls	imft	2	0
umls	nnon	NEG_AUGMENTS	umls	neop	10	0
umls	rcpt	NEG_COEXISTS_WITH	umls	horm	1	0
umls	rcpt	NEG_COEXISTS_WITH	umls	hops	2	0
umls	rcpt	NEG_COEXISTS_WITH	umls	gngm	9	0
umls	rcpt	NEG_COEXISTS_WITH	umls	elii	4	0
umls	nnon	NEG_AUGMENTS	umls	ortf	21	0
umls	rcpt	NEG_COEXISTS_WITH	ncbigene	gngm	38	0
umls	nnon	NEG_AUGMENTS	umls	sosy	4	0
umls	rcpt	NEG_COEXISTS_WITH	ncbigene	aapp	20	0
umls	rcpt	NEG_CAUSES	umls	sosy	2	0
umls	nnon	NEG_CAUSES	umls	acab	1	0
umls	rcpt	NEG_CAUSES	umls	mobd	1	0
umls	rcpt	NEG_CAUSES	umls	fndg	3	0
umls	nnon	NEG_CAUSES	umls	anab	2	0
umls	rcpt	NEG_CAUSES	umls	dsyn	2	0
umls	nnon	NEG_CAUSES	umls	celf	4	0
umls	rcpt	NEG_CAUSES	umls	comd	1	0
umls	nnon	NEG_AUGMENTS	umls	comd	26	0
umls	nnon	NEG_AUGMENTS	umls	cgab	2	0
umls	nnon	NEG_AUGMENTS	umls	cell	161	0
umls	rcpt	NEG_COEXISTS_WITH	umls	orch	13	0
umls	rcpt	NEG_COMPLICATES	umls	orgf	1	0
umls	nnon	NEG_AFFECTS	umls	fndg	10	0
umls	nnon	NEG_AFFECTS	umls	fngs	1	0
umls	rcpt	NEG_COMPLICATES	umls	comd	1	0
umls	rcpt	NEG_COEXISTS_WITH	umls	strd	1	0
umls	nnon	NEG_AFFECTS	umls	inpo	3	0
umls	rcpt	NEG_COEXISTS_WITH	umls	rcpt	1	0
umls	nnon	NEG_AFFECTS	umls	mobd	28	0
umls	nnon	NEG_AFFECTS	umls	moft	21	0
umls	rcpt	NEG_COEXISTS_WITH	umls	phsu	4	0
umls	nnon	NEG_AFFECTS	umls	npop	101	0
umls	nnon	NEG_AFFECTS	umls	ortf	80	0
umls	rcpt	NEG_COEXISTS_WITH	umls	irda	1	0
umls	rcpt	NEG_COEXISTS_WITH	umls	nsba	3	0
umls	nnon	NEG_AFFECTS	umls	tisu	59	0
umls	nnon	NEG_ASSOCIATED_WITH	umls	dsyn	3	0
umls	nnon	NEG_ASSOCIATED_WITH	umls	inpo	1	0
umls	nnon	NEG_ASSOCIATED_WITH	umls	mobd	2	0
umls	rcpt	NEG_COEXISTS_WITH	umls	lipd	2	0
umls	nnon	NEG_ASSOCIATED_WITH	umls	neop	3	0
umls	nnon	NEG_AUGMENTS	umls	acab	2	0
umls	nnon	NEG_AUGMENTS	umls	anab	1	0
umls	nnon	NEG_AUGMENTS	umls	biof	11	0
umls	nnon	NEG_AUGMENTS	umls	celc	77	0
umls	nnon	NEG_CAUSES	umls	cgab	5	0
umls	nnon	NEG_CAUSES	umls	comd	65	0
umls	nnon	NEG_CAUSES	umls	dsyn	65	0
umls	rcpt	NEG_AFFECTS	umls	dsyn	4	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	comd	5	0
umls	rcpt	NEG_AFFECTS	umls	sosy	1	0
umls	rcpt	NEG_AFFECTS	umls	phsf	6	0
umls	nnon	NEG_COEXISTS_WITH	umls	orch	3	0
umls	rcpt	NEG_AFFECTS	umls	patf	2	0
umls	nnon	NEG_COEXISTS_WITH	umls	phsu	5	0
umls	rcpt	NEG_AFFECTS	umls	ortf	6	0
umls	rcpt	NEG_AFFECTS	umls	neop	3	0
umls	rcpt	NEG_AFFECTS	umls	moft	36	0
umls	nnon	NEG_COMPLICATES	umls	dsyn	2	0
umls	rcpt	NEG_AFFECTS	umls	mobd	1	0
umls	nnon	NEG_COMPLICATES	umls	ortf	1	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	inpo	3	0
umls	nnon	NEG_COMPLICATES	umls	patf	1	0
umls	rcpt	NEG_AFFECTS	umls	comd	1	0
umls	nnon	NEG_CONVERTS_TO	umls	bacs	1	0
umls	rcpt	NEG_AFFECTS	umls	cell	12	0
umls	nnon	NEG_CONVERTS_TO	umls	gngm	1	0
umls	rcpt	NEG_AFFECTS	umls	celf	24	0
umls	rcpt	NEG_AFFECTS	umls	celc	8	0
umls	nnon	NEG_CONVERTS_TO	umls	phsu	1	0
umls	rcpt	NEG_AFFECTS	umls	bpoc	32	0
umls	rcpt	NEG_AFFECTS	umls	biof	2	0
umls	rcpt	NEG_AFFECTS	umls	acab	1	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	dsyn	15	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	mobd	12	0
umls	rcpt	NEG_CAUSES	umls	cgab	1	0
umls	rcpt	NEG_AUGMENTS	umls	genf	6	0
umls	nnon	NEG_CAUSES	umls	emod	2	0
umls	rcpt	NEG_AUGMENTS	umls	sosy	1	0
umls	nnon	NEG_CAUSES	umls	fndg	53	0
umls	rcpt	NEG_AUGMENTS	umls	npop	2	0
umls	nnon	NEG_CAUSES	umls	lbtr	5	0
umls	nnon	NEG_CAUSES	umls	mobd	6	0
umls	nnon	NEG_CAUSES	umls	neop	23	0
umls	nnon	NEG_CAUSES	umls	patf	48	0
umls	nnon	NEG_CAUSES	umls	phsf	2	0
umls	rcpt	NEG_AUGMENTS	umls	moft	10	0
umls	nnon	NEG_COEXISTS_WITH	ncbigene	aapp	1	0
umls	nnon	NEG_COEXISTS_WITH	ncbigene	gngm	5	0
umls	nnon	NEG_COEXISTS_WITH	umls	opco	1	0
umls	rcpt	NEG_AUGMENTS	umls	celf	11	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	patf	6	0
umls	rcpt	NEG_ASSOCIATED_WITH	umls	neop	28	0
umls	nnon	NEG_COEXISTS_WITH	umls	aapp	2	0
umls	nnon	NEG_COEXISTS_WITH	umls	carb	2	0
umls	nnon	NEG_COEXISTS_WITH	umls	gngm	5	0
umls	nnon	NEG_COEXISTS_WITH	umls	hlca	1	0
umls	nnon	NEG_COEXISTS_WITH	umls	imft	2	0
umls	nnon	NEG_COEXISTS_WITH	umls	inch	1	0
umls	nnon	NEG_COEXISTS_WITH	umls	nnon	2	0
umls	nnon	NEG_COEXISTS_WITH	umls	nusq	1	0
umls	nnon	NEG_AFFECTS	umls	emod	14	0
umls	rcpt	NEG_CONVERTS_TO	umls	gngm	1	0
umls	nnon	NEG_AFFECTS	umls	comd	47	0
umls	nnon	INTERACTS_WITH	umls	cell	1	0
umls	rcpt	NEG_lower_than	umls	gngm	1	0
umls	nnon	INTERACTS_WITH	ncbigene	phsu	2	0
umls	rcpt	NEG_higher_than	umls	nnon	1	0
umls	rcpt	NEG_higher_than	umls	inch	1	0
umls	nnon	INTERACTS_WITH	umls	amas	1	0
umls	rcpt	NEG_higher_than	umls	gngm	1	0
umls	rcpt	NEG_STIMULATES	umls	strd	1	0
umls	rcpt	NEG_STIMULATES	umls	phsu	1	0
umls	rcpt	NEG_STIMULATES	umls	orch	6	0
umls	rcpt	NEG_STIMULATES	umls	nusq	1	0
umls	rcpt	NEG_STIMULATES	umls	inch	2	0
umls	nnon	INTERACTS_WITH	umls	chvf	2	0
umls	rcpt	NEG_same_as	ncbigene	aapp	6	0
umls	rcpt	NEG_STIMULATES	umls	horm	1	0
umls	nnon	INTERACTS_WITH	umls	eico	34	0
umls	rcpt	NEG_STIMULATES	umls	hops	1	0
umls	rcpt	NEG_STIMULATES	umls	gngm	47	0
umls	rcpt	NEG_STIMULATES	umls	bacs	7	0
umls	rcpt	NEG_STIMULATES	umls	aapp	1	0
umls	rcpt	NEG_STIMULATES	ncbigene	gngm	22	0
umls	rcpt	NEG_PREDISPOSES	umls	neop	2	0
umls	rcpt	NEG_PREDISPOSES	umls	dsyn	1	0
umls	rcpt	NEG_PREDISPOSES	umls	comd	1	0
umls	rcpt	NEG_PART_OF	umls	virs	21	0
umls	nnon	INTERACTS_WITH	ncbigene	enzy	4	0
umls	nnon	INHIBITS	umls	strd	4	0
umls	rcpt	NEG_PART_OF	umls	orgm	1	0
umls	rcpt	PART_OF	umls	aapp	2	0
umls	rcpt	PART_OF	umls	blor	1	0
umls	nnon	INHIBITS	umls	carb	1	0
umls	nnon	INHIBITS	umls	enzy	1	0
umls	nnon	INHIBITS	umls	fndg	25	0
umls	rcpt	PART_OF	umls	arch	5	0
umls	nnon	INHIBITS	umls	hops	8	0
umls	nnon	INHIBITS	umls	horm	2	0
umls	nnon	INHIBITS	umls	imft	4	0
umls	nnon	INHIBITS	umls	inch	12	0
umls	rcpt	PART_OF	umls	anim	2	0
umls	rcpt	PART_OF	umls	anab	8	0
umls	rcpt	PART_OF	ncbigene	aapp	2	0
umls	rcpt	NEG_same_as	ncbigene	gngm	5	0
umls	rcpt	NEG_same_as	umls	tmco	1	0
umls	rcpt	NEG_same_as	umls	phsu	1	0
umls	rcpt	NEG_same_as	umls	orch	3	0
umls	rcpt	NEG_same_as	umls	nnon	1	0
umls	rcpt	NEG_same_as	umls	inch	1	0
umls	nnon	INHIBITS	umls	nusq	6	0
umls	rcpt	NEG_same_as	umls	horm	4	0
umls	nnon	INHIBITS	umls	opco	1	0
umls	rcpt	NEG_same_as	umls	gngm	3	0
umls	rcpt	NEG_same_as	umls	chvf	3	0
umls	rcpt	NEG_same_as	umls	aapp	32	0
umls	rcpt	NEG_PART_OF	umls	tisu	11	0
umls	rcpt	NEG_PART_OF	umls	humn	11	0
umls	rcpt	NEG_DISRUPTS	umls	bpoc	6	0
umls	rcpt	NEG_DISRUPTS	umls	patf	1	0
umls	rcpt	NEG_INHIBITS	umls	imft	3	0
umls	rcpt	NEG_INHIBITS	umls	hops	2	0
umls	rcpt	NEG_INHIBITS	umls	elii	1	0
umls	rcpt	NEG_INHIBITS	umls	eico	1	0
umls	rcpt	NEG_INHIBITS	umls	bacs	2	0
umls	nnon	LOCATION_OF	umls	aapp	3	0
umls	nnon	LOCATION_OF	umls	genf	7	0
umls	rcpt	NEG_INHIBITS	ncbigene	gngm	18	0
umls	nnon	LOCATION_OF	umls	mobd	2	0
umls	rcpt	NEG_DISRUPTS	umls	sosy	1	0
umls	rcpt	NEG_DISRUPTS	umls	phsf	3	0
umls	nnon	METHOD_OF	umls	bmod	1	0
umls	rcpt	NEG_INHIBITS	umls	phsu	1	0
umls	rcpt	NEG_DISRUPTS	umls	ortf	57	0
umls	nnon	METHOD_OF	umls	ocdi	2	0
umls	rcpt	NEG_DISRUPTS	umls	orgf	6	0
umls	rcpt	NEG_DISRUPTS	umls	npop	4	0
umls	nnon	NEG_ADMINISTERED_TO	umls	famg	1	0
umls	rcpt	NEG_DISRUPTS	umls	moft	6	0
umls	rcpt	NEG_DISRUPTS	umls	dsyn	1	0
umls	nnon	NEG_AFFECTS	umls	bpoc	3	0
umls	rcpt	NEG_DISRUPTS	umls	comd	2	0
umls	nnon	NEG_AFFECTS	umls	celc	105	0
umls	rcpt	NEG_DISRUPTS	umls	celf	6	0
umls	rcpt	NEG_INHIBITS	umls	orch	11	0
umls	rcpt	NEG_INTERACTS_WITH	umls	antb	3	0
umls	nnon	INTERACTS_WITH	umls	mnob	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	phsu	17	0
umls	rcpt	NEG_PART_OF	umls	fngs	3	0
umls	rcpt	NEG_PART_OF	umls	emst	4	0
umls	rcpt	NEG_PART_OF	umls	celc	30	0
umls	rcpt	NEG_PART_OF	umls	bpoc	32	0
umls	rcpt	NEG_PART_OF	umls	bact	4	0
umls	rcpt	NEG_PART_OF	umls	arch	1	0
umls	rcpt	NEG_ISA	umls	aapp	5	0
umls	rcpt	NEG_ISA	ncbigene	aapp	3	0
umls	nnon	ISA	ncbigene	aapp	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	strd	4	0
umls	rcpt	NEG_INTERACTS_WITH	umls	rcpt	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	orch	56	0
umls	rcpt	NEG_INTERACTS_WITH	umls	bodm	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	lipd	2	0
umls	rcpt	NEG_INTERACTS_WITH	umls	inch	3	0
umls	nnon	ISA	umls	elii	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	hops	8	0
umls	rcpt	NEG_INTERACTS_WITH	umls	gngm	32	0
umls	rcpt	NEG_INTERACTS_WITH	umls	elii	3	0
umls	rcpt	NEG_INTERACTS_WITH	umls	eico	1	0
umls	rcpt	NEG_INTERACTS_WITH	umls	chvs	4	0
umls	rcpt	NEG_INTERACTS_WITH	umls	cell	1	0
umls	nnon	ISA	umls	inch	6	0
umls	rcpt	NEG_INTERACTS_WITH	umls	carb	9	0
umls	nnon	compared_with	umls	chem	15	0
umls	popg	higher_than	umls	topp	1	0
umls	phsf	compared_with	umls	horm	1	0
umls	phsu	NEG_ADMINISTERED_TO	umls	podg	2	0
umls	nsba	METHOD_OF	umls	bmod	1	0
umls	phsu	NEG_COMPLICATES	umls	mobd	10	0
umls	phsu	NEG_COMPLICATES	umls	inpo	3	0
umls	phsu	NEG_COMPLICATES	umls	dsyn	33	0
umls	phsu	NEG_COMPLICATES	umls	comd	5	0
umls	nsba	NEG_ADMINISTERED_TO	umls	anim	2	0
umls	phsu	NEG_COMPLICATES	umls	celf	2	0
umls	nsba	NEG_ADMINISTERED_TO	umls	cell	1	0
umls	phsu	NEG_COMPLICATES	umls	biof	2	0
umls	phsu	NEG_COEXISTS_WITH	umls	vita	2	0
umls	nsba	NEG_ADMINISTERED_TO	umls	popg	1	0
umls	nsba	NEG_AFFECTS	umls	acab	9	0
umls	phsu	NEG_COEXISTS_WITH	umls	strd	26	0
umls	nsba	NEG_AFFECTS	umls	biof	7	0
umls	phsu	NEG_COEXISTS_WITH	umls	rcpt	3	0
umls	phsu	NEG_COEXISTS_WITH	umls	opco	2	0
umls	phsu	NEG_COEXISTS_WITH	umls	nusq	10	0
umls	phsu	NEG_COEXISTS_WITH	umls	nsba	28	0
umls	phsu	NEG_COEXISTS_WITH	umls	nnon	3	0
umls	phsu	NEG_COEXISTS_WITH	umls	irda	1	0
umls	phsu	NEG_COEXISTS_WITH	umls	imft	18	0
umls	nsba	NEG_AFFECTS	umls	cgab	2	0
umls	phsu	NEG_COEXISTS_WITH	umls	horm	63	0
umls	phsu	NEG_COEXISTS_WITH	umls	hops	42	0
umls	phsu	NEG_COEXISTS_WITH	umls	hlca	1	0
umls	phsu	NEG_COMPLICATES	umls	orgf	8	0
umls	nsba	LOCATION_OF	umls	genf	6	0
umls	phsu	NEG_COMPLICATES	umls	ortf	16	0
umls	phsu	NEG_CONVERTS_TO	umls	orch	1	0
umls	phsu	NEG_DISRUPTS	umls	emst	4	0
umls	phsu	NEG_DISRUPTS	umls	dsyn	120	0
umls	phsu	NEG_DISRUPTS	umls	cell	117	0
umls	phsu	NEG_DISRUPTS	umls	celc	34	0
umls	phsu	NEG_DISRUPTS	umls	bpoc	77	0
umls	phsu	NEG_DISRUPTS	umls	biof	22	0
umls	nsba	INTERACTS_WITH	umls	opco	6	0
umls	phsu	NEG_DISRUPTS	umls	anab	3	0
umls	phsu	NEG_DISRUPTS	umls	acab	18	0
umls	phsu	NEG_CONVERTS_TO	umls	strd	1	0
umls	phsu	NEG_CONVERTS_TO	umls	phsu	4	0
umls	phsu	NEG_CONVERTS_TO	umls	inch	2	0
umls	phsu	NEG_COMPLICATES	umls	patf	8	0
umls	phsu	NEG_CONVERTS_TO	umls	imft	1	0
umls	phsu	NEG_CONVERTS_TO	umls	horm	4	0
umls	phsu	NEG_CONVERTS_TO	umls	gngm	6	0
umls	phsu	NEG_CONVERTS_TO	umls	elii	1	0
umls	phsu	NEG_CONVERTS_TO	umls	carb	1	0
umls	phsu	NEG_CONVERTS_TO	umls	bacs	5	0
umls	nsba	ISA	umls	imft	6	0
umls	phsu	NEG_CONVERTS_TO	umls	antb	1	0
umls	nsba	ISA	umls	nnon	3	0
umls	phsu	NEG_CONVERTS_TO	ncbigene	gngm	1	0
umls	phsu	NEG_COMPLICATES	umls	phsf	10	0
umls	phsu	NEG_COEXISTS_WITH	umls	elii	30	0
umls	nsba	NEG_AFFECTS	umls	clna	4	0
umls	nsba	NEG_AFFECTS	umls	comd	3	0
umls	phsu	NEG_ASSOCIATED_WITH	umls	mobd	17	0
umls	nsba	NEG_AUGMENTS	umls	comd	1	0
umls	nsba	NEG_AUGMENTS	umls	dsyn	14	0
umls	nsba	NEG_AUGMENTS	umls	fndg	2	0
umls	nsba	NEG_AUGMENTS	umls	genf	9	0
umls	nsba	NEG_AUGMENTS	umls	inpo	5	0
umls	nsba	NEG_AUGMENTS	umls	mobd	12	0
umls	phsu	NEG_AUGMENTS	umls	anab	4	0
umls	nsba	NEG_AUGMENTS	umls	neop	1	0
umls	phsu	NEG_AUGMENTS	umls	acab	12	0
umls	phsu	NEG_ASSOCIATED_WITH	umls	sosy	41	0
umls	nsba	NEG_AUGMENTS	umls	orgf	3	0
umls	phsu	NEG_ASSOCIATED_WITH	umls	comd	10	0
umls	phsu	NEG_AUGMENTS	umls	celc	45	0
umls	nsba	NEG_AUGMENTS	umls	patf	13	0
umls	nsba	NEG_AUGMENTS	umls	sosy	16	0
umls	nsba	NEG_AUGMENTS	umls	tisu	2	0
umls	nsba	NEG_CAUSES	umls	acab	5	0
umls	nsba	NEG_CAUSES	umls	anab	4	0
umls	phsu	NEG_AFFECTS	umls	ffas	7	0
umls	phsu	NEG_AFFECTS	umls	clna	34	0
umls	phsu	NEG_AFFECTS	umls	cgab	21	0
umls	phsu	NEG_AFFECTS	umls	bdsy	4	0
umls	phsu	NEG_AFFECTS	umls	anab	18	0
umls	nsba	NEG_CAUSES	umls	cgab	1	0
umls	nsba	NEG_AUGMENTS	umls	cell	7	0
umls	nsba	NEG_AUGMENTS	umls	bpoc	10	0
umls	phsu	NEG_COEXISTS_WITH	umls	eico	9	0
umls	phsu	NEG_CAUSES	umls	acab	8	0
umls	nsba	NEG_AFFECTS	umls	emod	2	0
umls	nsba	NEG_AFFECTS	umls	emst	6	0
umls	nsba	NEG_AFFECTS	umls	genf	26	0
umls	nsba	NEG_AFFECTS	umls	inpo	18	0
umls	phsu	NEG_COEXISTS_WITH	umls	carb	43	0
umls	nsba	NEG_AFFECTS	umls	neop	13	0
umls	phsu	NEG_COEXISTS_WITH	ncbigene	gngm	142	0
umls	phsu	NEG_CAUSES	umls	orgf	16	0
umls	phsu	NEG_CAUSES	umls	lbtr	5	0
umls	phsu	NEG_CAUSES	umls	cgab	15	0
umls	phsu	NEG_CAUSES	umls	anab	13	0
umls	phsu	NEG_AUGMENTS	umls	sosy	50	0
umls	nsba	NEG_AUGMENTS	umls	anab	1	0
umls	phsu	NEG_AUGMENTS	umls	npop	59	0
umls	phsu	NEG_AUGMENTS	umls	neop	46	0
umls	phsu	NEG_AUGMENTS	umls	mobd	25	0
umls	phsu	NEG_AUGMENTS	umls	menp	17	0
umls	nsba	NEG_ASSOCIATED_WITH	umls	comd	2	0
umls	nsba	NEG_ASSOCIATED_WITH	umls	inpo	15	0
umls	phsu	NEG_AUGMENTS	umls	genf	56	0
umls	nsba	NEG_ASSOCIATED_WITH	umls	neop	16	0
umls	phsu	NEG_AUGMENTS	umls	emst	5	0
umls	nsba	NEG_ASSOCIATED_WITH	umls	patf	68	0
umls	nsba	NEG_AUGMENTS	umls	acab	6	0
umls	phsu	NEG_DISRUPTS	umls	fndg	27	0
umls	phsu	NEG_DISRUPTS	umls	inpo	20	0
umls	phsu	NEG_DISRUPTS	umls	menp	20	0
umls	phsu	NEG_PRODUCES	umls	aapp	14	0
umls	phsu	NEG_PRODUCES	umls	orch	2	0
umls	nsba	CONVERTS_TO	umls	antb	1	0
umls	phsu	NEG_PRODUCES	umls	nsba	3	0
umls	nsba	CONVERTS_TO	umls	carb	1	0
umls	phsu	NEG_PRODUCES	umls	inch	2	0
umls	phsu	NEG_PRODUCES	umls	imft	1	0
umls	nsba	CONVERTS_TO	umls	eico	1	0
umls	phsu	NEG_PRODUCES	umls	horm	4	0
umls	phsu	NEG_PRODUCES	umls	eico	1	0
umls	phsu	NEG_PRODUCES	umls	bdsu	1	0
umls	phsu	NEG_PRODUCES	umls	bacs	6	0
umls	phsu	NEG_PREVENTS	umls	virs	44	0
umls	phsu	NEG_PRODUCES	umls	strd	1	0
umls	phsu	NEG_PREVENTS	umls	mobd	65	0
umls	nsba	CONVERTS_TO	umls	horm	4	0
umls	nsba	CONVERTS_TO	umls	inch	21	0
umls	nsba	CONVERTS_TO	umls	lipd	1	0
umls	phsu	NEG_PREVENTS	umls	emod	8	0
umls	phsu	NEG_PREVENTS	umls	cgab	18	0
umls	nsba	CONVERTS_TO	umls	opco	1	0
umls	phsu	NEG_PREVENTS	umls	anab	19	0
umls	phsu	NEG_PREDISPOSES	umls	sosy	49	0
umls	nsba	CONVERTS_TO	umls	phsu	38	0
umls	nsba	CONVERTS_TO	umls	strd	1	0
umls	nsba	CONVERTS_TO	umls	aapp	1	0
umls	phsu	NEG_STIMULATES	ncbigene	aapp	20	0
umls	phsu	NEG_PART_OF	umls	virs	8	0
umls	nsba	COMPLICATES	umls	acab	2	0
umls	nsba	COEXISTS_WITH	umls	hlca	4	0
umls	phsu	NEG_STIMULATES	umls	orgf	2	0
umls	phsu	NEG_STIMULATES	umls	orch	175	0
umls	phsu	NEG_STIMULATES	umls	opco	2	0
umls	phsu	NEG_STIMULATES	umls	nusq	4	0
umls	phsu	NEG_STIMULATES	umls	nnon	1	0
umls	phsu	NEG_STIMULATES	umls	lipd	36	0
umls	nsba	COEXISTS_WITH	umls	nusq	15	0
umls	nsba	COEXISTS_WITH	umls	opco	6	0
umls	phsu	NEG_STIMULATES	umls	inch	27	0
umls	phsu	NEG_STIMULATES	umls	imft	13	0
umls	nsba	COMPLICATES	umls	cgab	1	0
umls	phsu	NEG_STIMULATES	ncbigene	horm	2	0
umls	nsba	COMPLICATES	umls	comd	1	0
umls	phsu	NEG_STIMULATES	umls	elii	18	0
umls	nsba	COMPLICATES	umls	mobd	2	0
umls	nsba	COMPLICATES	umls	orgf	5	0
umls	nsba	COMPLICATES	umls	ortf	2	0
umls	phsu	NEG_STIMULATES	umls	eico	21	0
umls	phsu	NEG_STIMULATES	umls	cell	8	0
umls	nsba	COMPLICATES	umls	patf	9	0
umls	phsu	NEG_STIMULATES	umls	carb	19	0
umls	phsu	NEG_STIMULATES	umls	antb	16	0
umls	nsba	CONVERTS_TO	ncbigene	gngm	3	0
umls	phsu	NEG_PRECEDES	umls	topp	2	0
umls	phsu	NEG_PART_OF	umls	phsu	1	0
umls	phsu	NEG_DISRUPTS	umls	mobd	10	0
